Designator

"C6"
"C7"
"C8"
"C9"
"C10"
"C11"
"CE1"
"CN1"
"CN2"
"CN3"
"CN4"
"CN5"
"D3"
"IC1"
"IC2"
"IC3"
"IC4"
"IC5"
"IC6"
"IC7"
"IC8"
"IC9"
"PW1"
"R1"
"R2"
"R3"
"R4"
"R5"
"R6"
"R7"
"R8"
"R9"
"R10"
