Designator

"BT1"
"BT2"
"BT3"
"BT4"
"BT5"
"BT6"
"CN1"
"IC1"
"IC2"
"IC3"
"IC4"
"IC5"
"IC6"
"IC7"
"IC8"
"IC9"
"IC10"
"IC11"
"IC12"
"IC13"
"IC14"
"IC15"
