Designator

"C1"
"C2"
"C3"
"C4"
"C5"
"C6"
"C7"
"C8"
"C9"
"C10"
"C11"
"C12"
"C13"
"CE1"
"CN1"
"CN2"
"CT1"
"IC1"
"IC2"
"IC3"
"IC4"
"IC5"
"R1"
"R2"
"R3"
"R4"
