Designator

"C1"
"C2"
"C3"
"C4"
"C5"
"C6"
"C7"
"C8"
"C9"
"C10"
"C11"
"C12"
"C13"
"C14"
"C15"
"C16"
"C17"
"C18"
"C21_M1"
"C21_M2"
"C21_M3"
"C21_M4"
"C22_M1"
"C22_M2"
"C22_M3"
"C22_M4"
"C23_M1"
"C23_M2"
"C23_M3"
"C23_M4"
"CN1"
"CN2"
"CN3"
"CN4"
"CN5"
"CN6"
"CN7"
"D1"
"D2"
"D3"
"D4"
"IC1"
"IC2"
"IC3"
"IC4"
"IC5"
"IC6"
"IC11_M1"
"IC11_M2"
"IC11_M3"
"IC11_M4"
"IC12_M1"
"IC12_M2"
"IC12_M3"
"IC12_M4"
"R13_M1"
"R13_M2"
"R13_M3"
"R13_M4"
"R14_M1"
"R14_M2"
"R14_M3"
"R14_M4"
"R17"
"R18"
"R19"
"R20"
