Designator,LDL_NUMBER,FMEDA__CHANNEL,FMEDA__FUNCTION_IN_SYSTEM,FMEDA__OPERATING__POWER_MAX,FMEDA__OPERATING__POWER_MIN,FMEDA__OPERATING__TEMP_MAX,FMEDA__OPERATING__TEMP_MIN,FMEDA__OPERATING__TEMP_TYP,FMEDA__OPERATING__VOLTAGE_MAX,FMEDA__OPERATING__VOLTAGE_MIN,FMEDA__OPERATING__VOLTAGE_TYP,FMEDA__OPERATING__CURRENT_MAX,FMEDA__OPERATING__CURRENT_MIN,FMEDA__OPERATING__CURRENT_TYP,FMEDA__OPERATING__POWER_TYP
"C141_ML1","LCA019","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C141_ML2","LCA019","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C141_ML3","LCA019","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C141_ML4","LCA019","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C141_ML5","LCA019","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C141_ML6","LCA019","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C26","LCA019","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C27","LCA019","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C28","LCA019","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"CT1","LCA039","COM","CAN PHY BYPASS CAP","","","50","-20","27","3.3","0","3.3","","","",""
"CT10","LCA039","COM","PMIC 5V CAP","","","50","-20","27","5","0","5","","","",""
"CT11","LCA039","COM","PMIC 3V3 CAP","","","50","-20","27","3.3","0","3.3","","","",""
"CT12","LCA039","COM","PMIC 1V2 CAP","","","50","-20","27","3.3","0","1.2","","","",""
"CT13","LCA039","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"CT14","LCA039","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"CT3","LCA039","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"CT6","LCA039","COM","CPU PLL FILTER","","","50","-20","27","3.3","0","3.3","","","",""
"CT7","LCA039","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"CT8","LCA039","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"CT9","LCA039","COM","PMIC 5V3 CAP","","","50","-20","27","5.3","0","5.3","","","",""
"CE1","LCA071","COM","","","","50","-20","27","0","0","0","","","",""
"CE4","LCA071","COM","POWER IN FILTER CAP","","","50","-20","27","17","0","14","","","",""
"CE5","LCA071","COM","PMIC 5V3 CAP","","","50","-20","27","5.3","0","5.3","","","",""
"C30","LCA072","COM","CPU PLL FILTER","","","50","-20","27","0","0","0","","","",""
"C55","LCA072","COM","","","","50","-20","27","0","0","0","","","",""
"C56","LCA072","COM","","","","50","-20","27","0","0","0","","","",""
"C10","LCA073","COM","ACCEL BYPASS","","","50","-20","27","3.3","0","3.3","","","",""
"C119","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C19","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C2","LCA073","COM","PITCH ACCEL 1 FILTER","","","50","-20","27","3.3","0","3.3","","","",""
"C24","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C29","LCA073","COM","CPU PLL FILTER","","","50","-20","27","3.3","0","3.3","","","",""
"C31","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C32","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C33","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C34","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C35","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C36","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C37","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C38","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C39","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C40","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C41","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C42","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C43","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C44","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C47","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C48","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C49","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C50","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C51","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C53","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C54","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C57","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C58","LCA073","COM","ACCEL BYPASS","","","50","-20","27","3.3","0","3.3","","","",""
"C87","LCA073","COM","PITCH ACCEL 2 FILTER","","","50","-20","27","3.3","0","3.3","","","",""
"C89","LCA073","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C9","LCA073","COM","ACCEL BYPASS","","","50","-20","27","3.3","0","3.3","","","",""
"C95","LCA073","COM","ACCEL BYPASS","","","50","-20","27","3.3","0","3.3","","","",""
"C126","LCA093","COM","","","","50","-20","27","0","0","0","","","",""
"C13","LCA097","COM","ACCEL PSU OUT FILTER","","","50","-20","27","3.3","0","3.3","","","",""
"C17","LCA097","COM","ACCEL PSU OUT FILTER","","","50","-20","27","3.3","0","3.3","","","",""
"C4","LCA097","COM","ACCEL PSU OUT FILTER","","","50","-20","27","3.3","0","3.3","","","",""
"C45","LCA097","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C46","LCA097","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C52","LCA097","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C60","LCA098","COM","POWER IN FILTER","","","50","-20","27","17","0","14","","","",""
"C69","LCA098","COM","PMIC BOOT CAP","","","50","-20","27","3.3","0","3.3","","","",""
"C71","LCA098","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C74","LCA098","COM","","","","50","-20","27","3.3","0","3.3","","","",""
"C63","LCA111","COM","PMIC VSENSE CAP","","","50","-20","27","3.3","0","3.3","","","",""
"C128_TH1","LCA152","COM","","","","85","-55","27","50","0","0","","","",""
"C128_TH2","LCA152","COM","","","","85","-55","27","50","0","0","","","",""
"C128_TH3","LCA152","COM","","","","85","-55","27","50","0","0","","","",""
"C128_TH4","LCA152","COM","","","","85","-55","27","50","0","0","","","",""
"C128_TH5","LCA152","COM","","","","85","-55","27","50","0","0","","","",""
"C128_TH6","LCA152","COM","","","","85","-55","27","50","0","0","","","",""
"C128_TH7","LCA152","COM","","","","85","-55","27","50","0","0","","","",""
"C128_TH8","LCA152","COM","","","","85","-55","27","50","0","0","","","",""
"CN1","LCN249","COM","IO CONNECTOR","","","50","-20","27","16","0","12","0","0","0",""
"CN3","LCN249","COM","","","","50","-20","27","16","0","12","0","0","0",""
"D10","LIC006","COM","","","","50","-20","27","0","0","0","0","0","0",""
"D11","LIC006","COM","","","","50","-20","27","0","0","0","0","0","0",""
"D12","LIC006","COM","","","","50","-20","27","0","0","0","0","0","0",""
"D13","LIC006","COM","","","","50","-20","27","0","0","0","0","0","0",""
"D14","LIC006","COM","","","","50","-20","27","0","0","0","0","0","0",""
"D15","LIC006","COM","","","","50","-20","27","0","0","0","0","0","0",""
"D16","LIC006","COM","","","","50","-20","27","0","0","0","0","0","0",""
"IC12","LIC016","COM","","","","50","-20","27","","","","","","",""
