Designator

"C1"
"C2"
"C3"
"C4"
"C5"
"C6"
"C7"
"C8"
"C9"
"C10"
"C11"
"C12"
"C13"
"C14"
"C15"
"C16"
"C17"
"C18"
"C19"
"C20"
"C21_M1"
"C21_M2"
"C21_M3"
"C21_M4"
"C22_M1"
"C22_M2"
"C22_M3"
"C22_M4"
"C23_M1"
"C23_M2"
"C23_M3"
"C23_M4"
"C24"
"C25"
"C26"
"C27"
"C28"
"C29"
"C30"
"C31"
"C32"
"CN1"
"CN3"
"CN4"
"CN5"
"CN6"
"CN7_L1"
"CN7_L2"
"CN7_L3"
"CN7_L4"
"CN7_L5"
"CN7_L6"
"CN7_L7"
"CN7_L8"
"CN8"
"CN9"
"CN10"
"CN11"
"CN12"
"CN13"
"D1_L1"
"D1_L2"
"D1_L3"
"D1_L4"
"D1_L5"
"D1_L6"
"D1_L7"
"D1_L8"
"D2"
"D3"
"D4"
"D5"
"D6"
"D7"
"IC1"
"IC2"
"IC3"
"IC4"
"IC5"
"IC6"
"IC7"
"IC8"
"IC9"
"IC10_L1"
"IC10_L2"
"IC10_L3"
"IC10_L4"
"IC10_L5"
"IC10_L6"
"IC10_L7"
"IC10_L8"
"IC11_M1"
"IC11_M2"
"IC11_M3"
"IC11_M4"
"IC12_M1"
"IC12_M2"
"IC12_M3"
"IC12_M4"
"IC13"
"IC14"
"IC15"
"IC16"
"IC17"
"IC18"
"IC19"
"IC20_L1"
"IC20_L2"
"IC20_L3"
"IC20_L4"
"IC20_L5"
"IC20_L6"
"IC20_L7"
"IC20_L8"
"R1"
"R2"
"R3"
"R4"
"R5"
"R6"
"R7"
"R8"
"R9"
"R10"
"R11"
"R12"
"R13_M1"
"R13_M2"
"R13_M3"
"R13_M4"
"R14_M1"
"R14_M2"
"R14_M3"
"R14_M4"
"R15"
"R16"
"R17_L1"
"R17_L2"
"R17_L3"
"R17_L4"
"R17_L5"
"R17_L6"
"R17_L7"
"R17_L8"
"RLY1_L1"
"RLY1_L2"
"RLY1_L3"
"RLY1_L4"
"RLY1_L5"
"RLY1_L6"
"RLY1_L7"
"RLY1_L8"
"RLY2"
"RLY3"
