Designator

"C1_L1"
"C1_L2"
"C1_L3"
"C2"
"C3"
"C4"
"C5"
"C6"
"C7"
"C8"
"C9"
"C10"
"C11"
"C12"
"C13"
"CN1"
"CN2_L1"
"CN2_L2"
"CN2_L3"
"CN3"
"CN5"
"CN6"
"CN7"
"CN8"
"IC1_L1"
"IC1_L2"
"IC1_L3"
"IC2"
"IC3"
"IC4"
"IC5"
"IC6"
"R1"
"R2"
"R3"
"R4"
"R5_L1"
"R5_L2"
"R5_L3"
"R6_L1"
"R6_L2"
"R6_L3"
"R7"
"R8"
"R9"
"R10"
"R11"
"R12"
"R13"
"R14"
"R15"
"R16"
