Designator

"C1"
"C2"
"C3"
"C4"
"C5"
"C6"
"C7"
"C9"
"CN1"
"CN2"
"CN3"
"CT1"
"D1"
"IC1"
"IC2"
"IC3"
"Q1"
"R1"
"R2"
"R3"
