Designator

"C1"
"C2"
"C3"
"C4"
"C6"
"C7"
"C8"
"C9"
"C10"
"C11"
"C12"
"C13"
"C14"
"C15"
"C16"
"CE1"
"CN1"
"CN2"
"CN3"
"CN4"
"CN5"
"CN6"
"CN7"
"D1"
"D2"
"D3"
"D4"
"D5"
"D6"
"D7"
"IC1"
"IC2"
"IC3"
"IC4"
"IC5"
"IC6"
"IC7"
"IC8"
"IC9"
"IC10"
"IC11"
"IC12"
"IC13"
"PW1"
"Q1"
"Q2"
"R1"
"R2"
"R3"
"R4"
"R5"
"R6"
"R7"
"R8"
"R9"
"R10"
"R11"
"RLY1"
"RLY2"
"RLY3"
"RLY4"
